7.4000	-213.76886346
7.4500	-213.76856361
7.5000	-213.76486729
7.5500	-213.76179465
7.6000	-213.75735297
7.6500	-213.75334416
7.7000	-213.74699587
7.7500	-213.74169408
7.8000	-213.73529046
7.8500	-213.73008621
7.9000	-213.72304873
